# =============================================================================
# PDBbind refined set v2007, 1300 entries, updated on 06/06/2007
# Entries are sorted by pKd(pKi) in an increasing order
# PDB code, resolution, release year, pKd(pKi), Kd(Ki), reference, ligand name
# =============================================================================
1ppi  2.20  1995   5.01  Ki=9.7uM      // 1ppi.pdf (4-mer)
2d0k  1.90  2006   5.02  Kd=9.51uM     // 2d0k.pdf (FOL)
1mfa  1.70  1994   5.04  Kd=9.1uM      // 1mfa.pdf (3-mer)
1fkw  2.40  1996   5.05  Ki=9uM        // 1fkw.pdf (PUR)
1gi8  1.75  2002   5.05  Ki=8.9uM      // 1o2g.pdf (BMZ)
1qxk  2.30  2003   5.05  Ki=9.0uM      // 1qxk.pdf (429)
2c3l  2.35  2005   5.07  Ki=8.58uM     // 2c3j.pdf (IDZ)
1m48  1.95  2002   5.09  Kd=8.2uM      // 1m48.pdf (FRG)
1nw7  2.10  2003   5.09  Kd=8.1uM      // 1nw5.pdf (SAH)
1ez9  1.90  2002   5.10  Kd=8uM        // 1ez9.pdf (4-mer)
1kmy  2.00  2002   5.10  Kd=8uM        // 1kmy.pdf (BPY)
1m6p  1.80  1999   5.10  Kd=8uM        // 1m6p.pdf (M6P)
1o0o  1.20  2003   5.10  Ki=8uM        // 1o0f.pdf (A2P)
1od8  1.05  2003   5.10  Ki=8uM        // 1od8.pdf (XDL-XYP)
1onz  2.40  2003   5.10  Kd=8uM        // 1ony.pdf (968)
1v0k  1.03  2004   5.10  Ki=8uM        // 1od8.pdf (XDN-XYP)
1w7g  1.65  2006   5.10  Ki=8uM        // 1w7g.pdf (MIU)
2h5a  1.72  2006   5.10  Kd=8uM        // 2h4l.pdf (X1P)
1k4h  1.80  2002   5.11  Ki=7.7uM      // 1k4g.pdf (APQ)
2h6q  1.87  2006   5.11  Kd=7.8uM      // 2cnx.pdf (7-mer)
1qaw  2.50  1999   5.12  Kd=7.5uM      // 1qaw.pdf (TRP)
1uv6  2.50  2004   5.12  Kd=7575nM     // 1uv6.pdf (CCE)
1gcz  1.90  2001   5.13  Ki=7.4uM      // 1gcz.pdf (YZ9)
2br1  2.00  2005   5.14  Ki=7.2uM      // 2br1.pdf (PFP)
1jcx  1.80  2002   5.15  Ki=7.0uM      // 1jcx.pdf (PAI)
1o0m  1.50  2003   5.15  Ki=7.1uM      // 1o0f.pdf (U2P)
1pb8  1.45  2003   5.15  Ki=7.02uM     // 1pb8.pdf (DSN)
1s38  1.81  2004   5.15  Ki=7.0uM      // 1s38.pdf (MAQ)
1thz  1.80  2004   5.15  Ki=7.1uM      // 1thz.pdf (326)
2afx  1.64  2005   5.15  Ki=7.1uM      // 2afu.pdf (1BN)
1jqd  2.28  2002   5.16  Ki=6.9uM      // 1jqd.pdf (SAH)
2f5t  1.45  2006   5.17  Kd=6.8uM      // 2f5t.pdf (MAL)
1ocq  1.08  2003   5.19  Ki=6.5uM      // 1ocq.pdf (IFM-BGC)
1ogg  1.97  2004   5.19  Ki=6.4uM      // 1ogg.pdf (3-mer)
1rnt  1.90  1987   5.19  Kd=6.5uM      // 1rnt.pdf (2GP)
1kll  1.50  2002   5.20  Kd=6.3uM      // 1kll.pdf (_MC)
1nw5  2.05  2003   5.21  Kd=6.1uM      // 1nw5.pdf (SAM)
1bq4  2.50  1998   5.22  Ki=6uM        // 1bq4.pdf (BHC)
1gi9  1.80  2002   5.22  Ki=6.0uM      // 1o2g.pdf (123)
1gjd  1.75  2002   5.22  Ki=6.0uM      // 1gj4.pdf (136)
1h1h  2.00  2002   5.22  Ki=6uM        // 1h1h.pdf (A2P)
1j17  2.00  2002   5.22  Ki=6.05uM     // 1j14.pdf (ZEN)
1ucn  2.00  2003   5.22  Kd=6.0uM      // 1ucn.pdf (ADP)
1w4o  1.60  2005   5.22  Ki=6uM        // 1w4o.pdf (UA3)
2hxm  1.30  2006   5.22  Ki=6uM        // 2hxm.pdf (302)
1b4z  1.75  1999   5.23  Kd=5900nM     // 1qka.pdf (3-mer)
1ndw  2.00  2003   5.23  Ki=5900nM     // 1ndv.pdf (FR2)
1fh7  1.82  2000   5.24  Ki=5.8uM      // 1fh7.pdf (XYS-XDN)
1q8w  2.20  2003   5.24  Kd=5.7uM      // 1q8t.pdf (M77)
2bfr  2.50  2004   5.25  Kd=5.63uM     // 2bfq.pdf (ADP)
1w4q  1.68  2005   5.26  Ki=5.5uM      // 1w4o.pdf (UMF)
1qca  2.20  1995   5.27  Ki=5.4uM      // 1qca.pdf (FUA)
1b46  1.80  1999   5.28  Kd=5200nM     // 1qka.pdf (3-mer)
1f5l  2.10  2001   5.28  Ki=5.3uM      // 1f5k.pdf (AMR)
1c88  1.80  2000   5.29  Ki=5.1uM      // 1c86.pdf (OTA)
1a69  2.10  1998   5.30  Ki=5uM        // 1a69.pdf (FMB)
1h6h  1.70  2001   5.30  Kd=5.0uM      // 1h6h.pdf (PIB)
1o0f  1.50  2003   5.30  Ki=5uM        // 1o0f.pdf (A3P)
1pr1  2.30  2003   5.30  Ki=5uM        // 1pk7.pdf (FMB)
1srg  1.80  1994   5.30  Kd=5uM        // 1srf.pdf (MHB)
1vyq  2.40  2005   5.30  Ki=4.98uM     // 1vyq.pdf (DUX)
1xbb  1.57  2004   5.30  Ki=5.0uM      // 1xbb.pdf (STI)
1hk4  2.40  2003   5.31  Kd=4.9uM      // 1hk1.pdf (T44)
1mfd  2.10  1994   5.31  Kd=4.9uM      // 1mfd.pdf (3-mer)
1y20  1.40  2005   5.32  Ki=4.8uM      // 1y1m.pdf (1AC)
2c80  2.30  2006   5.33  Kd=4.7uM      // 2c80.pdf (GTX)
1zgi  2.20  2005   5.34  Ki=4.6uM      // 1zgi.pdf (382)
2fxv  2.05  2006   5.35  Kd=4.5uM      // 2fxv.pdf (5GP)
1adl  1.60  1994   5.36  Kd=4.4uM      // 1adl.pdf (ACD)
1w6y  2.10  2005   5.36  Kd=4.4uM      // 1w6y.pdf (EQU)
1gpk  2.10  2002   5.37  Ki=4.3uM      // 1gpk.pdf (HUP)
1sgu  1.90  2004   5.37  Ki=4235nM     // 1sgu.pdf (MK1)
1g3e  1.80  2001   5.38  Ki=4.2uM      // 1g3b.pdf (109)
1qbv  1.80  1999   5.39  Ki=4100nM     // 1qbv.pdf (PPX)
2h6b  2.20  2006   5.39  Kd=4.1uM      // 2h6b.pdf (3C4)
1bp0  2.40  1998   5.40  Kd=4.0uM      // 1bo7.pdf (UMP)
1m7i  2.50  2003   5.40  Kd=4.0uM      // 1m7d.pdf (5-mer)
1mmr  2.30  1996   5.40  Ki=4.0uM      // 1mmp.pdf (SRS)
1pz5  1.80  2003   5.40  Kd=4uM        // 1pz5.pdf (8-mer)
1r9l  1.59  2004   5.40  Kd=4uM        // 1r9l.pdf (BET)
1trd  2.50  1993   5.40  Ki=4uM        // 1trd.pdf (PGH)
2c1p  2.00  2006   5.40  Kd=4uM        // 2c1p.pdf (FNZ)
2f35  1.87  2006   5.40  Kd=3.94uM     // 2f34.pdf (UBC)
2i80  2.19  2006   5.40  Ki=4uM        // 2i80.pdf (G1L)
3pch  2.05  1998   5.40  Ki=4uM        // 3pcb.pdf (CHB)
2j47  1.98  2006   5.41  Ki=3.9uM      // 2j47.pdf (GDV)
1abf  1.90  1993   5.42  Kd=3.8uM      // 1abf.pdf (FCA
1gja  1.56  2002   5.42  Ki=3.8uM      // 1gj4.pdf (135)
1h9z  2.50  2001   5.42  Kd=3.8uM      // 1h9z.pdf (RWF)
1p28  1.70  2003   5.42  Kd=3.8uM      // 1ow4.pdf (HBS
1h0a  1.70  2002   5.44  Kd=3.6uM      // 1h0a.pdf (I3P)
1syi  2.10  2005   5.44  Ki=3590nM     // 1syh.pdf (CPW)
2iko  1.90  2006   5.45  Kd=3571nM     // 2iko.pdf (7IG)
1b4h  1.90  1998   5.46  Kd=3.44uM     // 1b1h.pdf (3-mer)
1q65  2.10  2004   5.46  Ki=3.5uM      // 1q4w.pdf (BHB)
1g7f  1.80  2001   5.47  Ki=3.4uM      // 1g7f.pdf (INZ)
1gi1  1.42  2002   5.47  Ki=3.4uM      // 1o2g.pdf (BMZ)
1o2s  1.65  2003   5.47  Ki=3.4uM      // 1o2g.pdf (CR4)
2hf8  2.10  2006   5.47  Kd=3.4uM      // 2hf8.pdf (GSP)
1g85  1.80  2002   5.48  Kd=3.3uM      // 1g85.pdf (3OL)
2cbv  1.95  2006   5.48  Kd=3.3uM      // 2cbu.pdf (CGB)
1pot  1.80  1996   5.49  Kd=3.2uM      // 1pot.pdf (SPD)
1pyn  2.20  2003   5.49  Ki=3.2uM      // 1pyn.pdf (941)
1tys  1.80  1994   5.49  Kd=3.27uM     // 1tys.pdf (TMP)
2h4k  2.30  2006   5.49  Ki=3.2uM      // 2h4g.pdf (509)
1a8i  1.78  1998   5.52  Ki=3.0uM      // 1a8i.pdf (GLS)
1kc7  2.20  2002   5.52  Ki=3uM        // 1kc7.pdf (PPR)
1lox  2.40  1998   5.52  Ki=3uM        // 1lox.pdf (RS7)
1oe8  1.65  2003   5.52  Kd=3uM        // 1oe7.pdf (GSH)
1ydr  2.20  1997   5.52  Ki=3.0uM      // 1ydr.pdf (IQP)
2cht  2.20  1994   5.52  Ki=3uM        // 2cht.pdf (BAR)
1ha2  2.50  2001   5.54  Kd=2.9uM      // 1h9z.pdf (SWF)
2olb  1.40  1996   5.54  Kd=2900nM     // 1qka.pdf (3-mer)
1g3d  1.80  2001   5.55  Ki=2.8uM      // 1g3b.pdf (108)
1njc  2.50  1996   5.55  Kd=2.8uM      // 1nja.pdf (DCM)
1y3n  1.60  2005   5.55  Kd=2.8uM      // 1y3n.pdf (MAW-MAV)
2iuz  1.95  2006   5.55  Ki=2.8uM      // 2iuz.pdf (D1H)
1jak  1.75  2001   5.57  Ki=2.7uM      // 1jak.pdf (IFG)
1njd  2.50  1996   5.57  Kd=2.7uM      // 1nja.pdf (UMP)
1f4x  2.30  2000   5.59  Kd=2.6uM      // 1f4x.pdf (MGS)
1fo0  2.50  2000   5.59  Kd=2.6uM      // 1fo0.pdf (8-mer)
1mfi  1.80  1999   5.59  Ki=2.6uM      // 1mfi.pdf (FHC)
1o9d  2.30  2003   5.60  Kd=2.5uM      // 1o9c.pdf (5-mer)
1vfn  2.15  1997   5.60  Ki=2.5uM      // 1vfn.pdf (HPA)
1a08  2.20  1998   5.62  Kd=2.4uM      // 1a07.pdf (4-mer)
1ejn  1.80  2000   5.62  Ki=2.4uM      // 1ejn.pdf (AGB)
2bmk  2.30  2006   5.62  Kd=2.4uM      // 1wcb.pdf (PDD)
1vwl  1.45  1998   5.63  Kd=2.33uM     // 1vwb.pdf (10-mer)
1f57  1.75  2000   5.64  Ki=2.3uM      // 1f57.pdf (DCY)
1lrt  2.20  2003   5.64  Ki=2.3uM      // 1lrt.pdf (TAD)
1z9g  1.70  2005   5.64  Ki=2.3uM      // 1z9g.pdf (RRT)
1n5r  2.25  2003   5.66  Ki=2.2uM      // 1j06.pdf (PRM)
1nhu  2.00  2003   5.66  Ki=2.2uM      // 1nhu.pdf (153)
2aod  1.40  2006   5.66  Ki=2.17uM     // 2aoc.pdf (9-mer)
2bsu  1.60  2005   5.66  Kd=2.2uM      // 2bsu.pdf (9-mer)
2erz  2.20  2005   5.66  Ki=2.2uM      // 2erz.pdf (HFS)
2qwf  1.90  1998   5.67  Ki=2.160uM    // 2qwb.pdf (G20)
1gnn  2.30  1996   5.68  Ki=2100nM     // 1gnm.pdf (U0E)
1ow4  1.60  2003   5.68  Kd=2.1uM      // 1ow4.pdf (2AN)
2c92  1.60  2006   5.68  Kd=2.11uM     // 2c92.pdf (TP6)
2cbu  1.85  2006   5.68  Kd=2.1uM      // 2cbu.pdf (CTS)
1a99  2.20  1998   5.70  Kd=2uM        // 1a99.pdf (PUT)
1egh  2.00  2000   5.70  Ki=2uM        // 1egh.pdf (PGA)
1g98  1.90  2001   5.70  Ki=2uM        // 1g98.pdf (PA5)
1g9r  2.00  2001   5.70  Ki=2uM        // 1g9r.pdf (UPF)
1n1m  2.50  2002   5.70  Ki=2uM        // 1n1m.pdf (A3M)
1pgp  2.50  1995   5.70  Kd=2uM        // 1pgp.pdf (6PG)
2adm  2.40  1997   5.70  Kd=2.0uM      // 2adm.pdf (SAM)
2avm  1.10  2006   5.70  Ki=2.0uM      // 2avm.pdf (8-mer)
2f2h  1.95  2006   5.70  Ki=2uM        // 2f2h.pdf (XTG)
2h3e  2.30  2006   5.70  Kd=2uM        // 2h3e.pdf (6PR)
1obx  1.35  2003   5.72  Kd=1.9uM      // 1obx.pdf (4-mer)
1g3b  1.80  2001   5.74  Ki=1.8uM      // 1g3b.pdf (108)
1o33  1.46  2003   5.74  Ki=1.8uM      // 1o2g.pdf (801)
1qy2  1.75  2004   5.74  Kd=1.8uM      // 1qy1.pdf (IPZ)
1zdp  1.70  2005   5.74  Ki=1.8uM      // 1z9g.pdf (TIO)
2b1v  1.80  2006   5.74  Ki=1.8uM      // 1zky.pdf (458)
2flb  1.95  2006   5.74  Ki=1.8uM      // 2flb.pdf (6NH)
1p1o  1.60  2003   5.76  Kd=1.74uM     // 1p1n.pdf (QUS)
1jmf  2.50  1998   5.77  Kd=1.7uM      // 1jmf.pdf (UMP)
1q66  1.75  2004   5.77  Ki=1.7uM      // 1q4w.pdf (KMB)
1ur9  1.80  2004   5.77  Ki=1.7uM      // 1ur8.pdf (3-mer)
1vjj  1.90  2004   5.77  Kd=1.7uM      // 1rle.pdf (GDP)
2boj  1.80  2006   5.77  Kd=1.7uM      // 2boj.pdf (ARW)
1hmt  1.40  1995   5.79  Kd=1.64uM     // 1hmr.pdf (STE)
1g3c  1.80  2001   5.80  Ki=1.6uM      // 1g3b.pdf (109)
1kpm  1.80  2002   5.80  Ki=1.59uM     // 1kpm.pdf (VIT)
1ppm  1.70  1993   5.80  Ki=1600nM     // 1ppl.pdf (5-mer)
1rle  2.10  2004   5.80  Kd=1.6uM      // 1rle.pdf (GSP)
1sgx  2.00  2004   5.80  Kd=1.6uM      // 1sgx.pdf (5GP)
1lkl  1.80  1996   5.81  Kd=1540nM     // 1lkk.pdf (5-mer)
11gs  2.30  1999   5.82  Ki=1.5uM      // 11gs.pdf (GTT-EAA)
1apb  1.76  1992   5.82  Kd=1.51uM     // 1apb.pdf (FCA
1kav  2.35  2002   5.82  Ki=1.5uM      // 1kak.pdf (FEP)
1ols  1.85  2003   5.82  Kd=1.52uM     // 1ols.pdf (TDP)
1urg  1.80  2003   5.82  Kd=1.5uM      // 1urg.pdf (MAL)
1vwn  1.85  1998   5.82  Kd=1.5uM      // 1vwb.pdf (8-mer)
3gss  1.90  1997   5.82  Ki=1.5uM      // 2gss.pdf (GTT-EAA)
1k4g  1.70  2002   5.85  Ki=1.4uM      // 1k4g.pdf (AIQ)
1o2w  1.38  2003   5.85  Ki=1.4uM      // 1o2g.pdf (847)
1o2x  1.46  2003   5.85  Ki=1.4uM      // 1o2g.pdf (847)
1q54  1.93  2003   5.85  Ki=1.4uM      // 1q54.pdf (BHI)
1q63  1.85  2004   5.85  Ki=1.4uM      // 1q4w.pdf (AIQ)
1qbn  1.80  2000   5.85  Ki=1400nM     // 1qa0.pdf (688)
1u1w  1.35  2004   5.85  Kd=1.4uM      // 1u1w.pdf (3HA)
1b3l  2.00  1998   5.89  Kd=1300nM     // 1qka.pdf (3-mer)
1e1x  1.85  2001   5.89  Ki=1.3uM      // 1e1v.pdf (NW1)
1ydk  1.95  2005   5.89  Kd=1.3uM      // 1ydk.pdf (GTX)
2brm  2.20  2005   5.89  Ki=1.3uM      // 2br1.pdf (DFZ)
2tmn  1.60  1989   5.89  Ki=1.3uM      // 2tmn.pdf (3-mer)
1v2n  1.80  2004   5.90  Ki=1.25uM     // 1v2j.pdf (BBA)
1ugx  1.60  2003   5.91  Kd=1.24uM     // 1ugx.pdf (GAL-MGC)
1a4w  1.80  1998   5.92  Ki=1.2uM      // 1a4w.pdf (4-mer)
1aj6  2.30  1998   5.92  Kd=1.2uM      // 1aj6.pdf (NOV)
1jao  2.40  1996   5.92  Ki=1.2uM      // 1jao.pdf (3-mer)
1kyv  2.40  2002   5.92  Kd=1.2uM      // 1kyv.pdf (RBF)
1ndv  2.30  2003   5.92  Ki=1200nM     // 1ndv.pdf (FR0)
1o0h  1.20  2003   5.92  Ki=1.2uM      // 1o0h.pdf (ADP)
1pph  1.90  1994   5.92  Ki=1.2uM      // 1pph.pdf (3-mer)
1qf2  2.06  1999   5.92  Ki=1200nM     // 1qf0.pdf (TI3)
1qka  1.80  1999   5.92  Kd=1200nM     // 1qka.pdf (3-mer)
1yds  2.20  1997   5.92  Ki=1.2uM      // 1ydr.pdf (IQS)
2ans  2.50  1999   5.92  Kd=1.2uM      // 2ans.pdf (2AN)
1fv0  1.70  2002   5.93  Ki=1.18uM     // 1fv0.pdf (9AR)
1kv1  2.50  2002   5.94  Kd=1.16uM     // 1kv1.pdf (BMU)
1b9j  1.80  1999   5.96  Kd=1100nM     // 1qka.pdf (3-mer)
1d6w  2.00  2000   5.96  Ki=1100nM     // 1c4u.pdf (3-mer)
1nl9  2.40  2003   5.96  Ki=1.1uM      // 1nl9.pdf (989)
1o36  1.70  2003   5.96  Ki=1.1uM      // 1o2g.pdf (607)
1q8u  1.90  2003   5.96  Kd=1.1uM      // 1q8t.pdf (H52)
2j79  1.94  2006   5.96  Kd=1.1uM      // 2j75.pdf (GTL)
1uwt  1.95  2004   5.97  Ki=1.08uM     // 1uwr.pdf (GTL)
1uwu  1.95  2004   5.98  Ki=1.04uM     // 1uwr.pdf (GOX)
1a1e  2.20  1998   6.00  Kd=1uM        // 1a07.pdf (4-mer)
1ado  1.90  1997   6.00  Kd=1uM        // 1ado.pdf (13P)
1c5s  1.36  2000   6.00  Ki=1.0uM      // 1c5l.pdf (ESX)
1ceb  2.10  1996   6.00  Kd=1uM        // 1cea.pdf (AMH)
1d2e  1.94  1999   6.00  Kd=1uM        // 1d2e.pdf (GDP)
1f0t  1.80  2000   6.00  Ki=1000nM     // 1ezq.pdf (PR1)
1gt1  1.71  2003   6.00  Kd=1uM        // 1gt1.pdf (ANC)
1hn2  1.80  2001   6.00  Kd=1.0uM      // 1hn2.pdf (ANC)
1jq8  2.00  2002   6.00  Ki=1.01uM     // 1jq8.pdf (5-mer)
1ssq  1.85  2004   6.00  Ki=1uM        // 1ssq.pdf (CYS)
1xgj  1.97  2005   6.00  Ki=1.0uM      // 1xgi.pdf (HTC)
1xk5  2.40  2005   6.00  Kd=1.0uM      // 1xk5.pdf (TPG)
2bvd  1.60  2005   6.00  Ki=1uM        // 2bvd.pdf (ISX)
2izl  1.48  1998   6.00  Kd=1uM        // 2izf.pdf (IMI)
1b5h  1.90  1998   6.01  Kd=0.97uM     // 1b1h.pdf (3-mer)
1tcw  2.40  1996   6.02  Ki=960nM      // 1tcw.pdf (IM1)
5er1  2.00  1991   6.02  Ki=960nM      // 1epl.pdf (6-mer)
1n8v  1.39  2003   6.03  Kd=0.93uM     // 1n8v.pdf (BDD)
1okl  2.10  1997   6.03  Kd=0.93uM     // 1okl.pdf (MNS)
1os0  2.10  2003   6.03  Ki=0.93uM     // 1os0.pdf (3-mer)
1sh9  2.50  2004   6.03  Ki=932nM      // 1sgu.pdf (RIT)
1t7d  2.47  2004   6.03  Kd=0.94uM     // 1t7d.pdf (ARY)
1xbo  2.50  2004   6.04  Ki=0.92uM     // 1xbo.pdf (IX1)
3pcf  2.15  1998   6.05  Ki=0.9uM      // 3pcb.pdf (FHB)
1g7q  1.60  2002   6.06  Kd=877nM      // 1g7q.pdf (8-mer)
1jmi  2.50  1998   6.06  Kd=0.87uM     // 1jmf.pdf (UMP)
1kjr  1.55  2005   6.06  Kd=0.88uM     // 1kjr.pdf (3-mer)
1qb6  1.80  2000   6.06  Ki=870nM      // 1qa0.pdf (623)
1jmg  2.50  1998   6.07  Kd=0.85uM     // 1jmf.pdf (UMP)
1mmp  2.30  1996   6.07  Ki=0.85uM     // 1mmp.pdf (RSS)
2gst  1.80  1993   6.07  Ki=0.85uM     // 2gst.pdf (GPS)
1sri  1.65  1994   6.08  Kd=0.83uM     // 1srf.pdf (DMB)
1o2n  1.50  2003   6.09  Ki=0.81uM     // 1o2g.pdf (762)
1ogx  2.00  2003   6.09  Kd=0.81uM     // 1ogx.pdf (EQU)
1dzk  1.48  2000   6.10  Kd=0.8uM      // 1dzj.pdf (PRZ)
1lgt  1.70  2002   6.10  Kd=0.8uM      // 1lgt.pdf (BP3)
1m2q  1.79  2003   6.10  Ki=0.80uM     // 1m2p.pdf (MNX)
1meu  1.90  1998   6.10  Ki=0.8uM      // 1mer.pdf (DMP)
2ewb  1.85  2006   6.10  Ki=0.8uM      // 2ewb.pdf (ZED)
1g32  1.90  2001   6.11  Ki=780nM      // 1oyq.pdf (R11)
1m2p  2.00  2003   6.11  Ki=0.78uM     // 1m2p.pdf (HNA)
1o2z  1.65  2003   6.11  Ki=0.78uM     // 1o2g.pdf (312)
1nc1  2.00  2003   6.12  Ki=0.75uM     // 1nc1.pdf (MTH)
1o2g  1.58  2003   6.12  Ki=0.76uM     // 1o2g.pdf (696)
1x8r  1.50  2005   6.12  Ki=750nM      // 1x8r.pdf (SC1)
2fgv  1.50  2006   6.12  Kd=760nM      // 2fgu.pdf (5-mer)
2c97  2.00  2006   6.14  Kd=0.72uM     // 2c92.pdf (JCL)
2fqt  1.79  2006   6.14  Ki=0.72uM     // 2fqo.pdf (H1D)
1tsl  2.50  1998   6.15  Ki=0.7uM      // 1tsl.pdf (A15)
1zs0  1.56  2006   6.15  Ki=700nM      // 1zs0.pdf (EIN)
1ppc  1.80  1994   6.16  Ki=0.69uM     // 1ppc.pdf (4-mer)
1d6v  2.00  2000   6.17  Kd=670nM      // 1d6v.pdf (HOP)
1ndy  2.00  2003   6.17  Ki=680nM      // 1ndv.pdf (FR3)
1sle  1.90  1996   6.17  Kd=670nM      // 1sld.pdf (10-mer)
1yc1  1.70  2005   6.17  Kd=680nM      // 1yc1.pdf (4BC)
1xhy  1.85  2005   6.18  Ki=662nM      // 1syh.pdf (KAI)
2c3j  2.10  2005   6.18  Ki=0.659uM    // 2c3j.pdf (DBQ)
1iy7  2.00  2003   6.19  Ki=0.64uM     // 1iy7.pdf (CXA)
1tq4  1.95  2004   6.19  Kd=0.64uM     // 1tpz.pdf (GDP)
1v2k  2.00  2004   6.19  Ki=0.65uM     // 1v2j.pdf (ZEN)
2bt9  0.94  2005   6.19  Kd=0.64uM     // 2bt9.pdf (MFU)
1owe  1.60  2003   6.20  Ki=631nM      // 1owd.pdf (675)
1sqt  1.90  2004   6.20  Ki=0.63uM     // 1sqa.pdf (UI3)
2aj8  2.11  2006   6.20  Ki=638nM      // 2aj8.pdf (SC3)
1b3h  2.00  1998   6.21  Kd=0.62uM     // 1b1h.pdf (3-mer)
1gi6  1.49  2002   6.22  Ki=0.60uM     // 1o2g.pdf (124)
1m7d  2.30  2003   6.23  Kd=0.59uM     // 1m7d.pdf (3-mer)
1hnn  2.40  2001   6.24  Ki=0.58uM     // 1hnn.pdf (SKF)
2fai  2.10  2006   6.24  Ki=570nM      // 1zky.pdf (459)
1gnm  2.30  1996   6.25  Ki=560nM      // 1gnm.pdf (U0E)
1zky  2.25  2006   6.25  Ki=560nM      // 1zky.pdf (689)
1wcq  2.10  2005   6.26  Ki=0.55uM     // 1wcq.pdf (DAN)
1pbq  1.90  2003   6.27  Ki=0.54uM     // 1pb8.pdf (DK1)
1afl  1.70  1998   6.28  Ki=520nM      // 1afk.pdf (ATR)
1atl  1.80  1995   6.28  Ki=0.52uM     // 1atl.pdf (SLE-TYR)
1w3l  1.04  2004   6.28  Ki=0.52uM     // 1w3j.pdf (3-mer)
2aog  1.10  2006   6.28  Ki=0.53uM     // 2aoc.pdf (9-mer)
1d4p  2.07  1999   6.30  Kd=0.5uM      // 1d4p.pdf (BPP)
1lag  2.06  1995   6.30  Kd=500nM      // 1laf.pdf (HIS)
1wdn  1.94  1998   6.30  Kd=0.5uM      // 1wdn.pdf (GLN)
1wm1  2.10  2004   6.30  Ki=0.5uM      // 1wm1.pdf (PTB)
1nja  2.50  1996   6.31  Kd=0.49uM     // 1nja.pdf (DCM)
1syh  1.80  2005   6.31  Ki=487nM      // 1syh.pdf (CPW)
2bal  2.10  2005   6.31  Kd=490nM      // 2baj.pdf (PQA)
1w3j  2.00  2004   6.32  Kd=484nM      // 1w3j.pdf (OXZ)
1ex8  1.85  2001   6.33  Kd=0.47uM     // 1ex8.pdf (A4P)
1bdq  2.50  1998   6.34  Ki=0.46uM     // 1bdq.pdf (IM1)
1i00  2.50  2001   6.34  Ki=0.46uM     // 1i00.pdf (D16)
1xq0  1.76  2005   6.34  Kd=454nM      // 1xpz.pdf (4TR)
1cbx  2.00  1994   6.35  Ki=0.45uM     // 1cbx.pdf (BZS)
1gjb  1.90  2002   6.35  Ki=0.45uM     // 1o2g.pdf (130)
1gjc  1.73  2002   6.35  Ki=0.45uM     // 1gj4.pdf (130)
2j7f  2.28  2006   6.35  Kd=445nM      // 2j75.pdf (GI3)
1c5q  1.43  2000   6.36  Ki=0.44uM     // 1c5l.pdf (ESI)
1ela  1.80  1994   6.36  Ki=0.44uM     // 1elc.pdf (4-mer)
1o2o  1.63  2003   6.36  Ki=0.44uM     // 1o2g.pdf (950)
6abp  1.67  1991   6.36  Kd=0.44uM     // 6abp.pdf (ARA
1hbv  2.30  1995   6.37  Ki=430nM      // 1hbv.pdf (GAN)
1hms  1.40  1995   6.37  Kd=0.43uM     // 1hmr.pdf (OLA)
5tln  2.30  1982   6.37  Ki=0.43uM     // 4tln.pdf (INA)
1lol  1.90  2002   6.39  Ki=0.41uM     // 1lol.pdf (XMP)
10gs  2.20  1998   6.40  Ki=0.4uM      // 10gs.pdf (3-mer)
1a1b  2.20  1998   6.40  Kd=0.4uM      // 1a07.pdf (4-mer)
1a1c  2.40  1998   6.40  Kd=0.4uM      // 1a07.pdf (4-mer)
1g7v  2.40  2001   6.40  Kd=0.4uM      // 1g7u.pdf (PAI)
1i7z  2.30  2001   6.40  Kd=0.4uM      // 1i7z.pdf (COC)
1igb  2.30  1996   6.40  Ki=0.4uM      // 1igb.pdf (IPO)
1yvm  1.60  2005   6.40  Ki=0.4uM      // 1yvm.pdf (TMG)
1i80  2.00  2001   6.41  Kd=0.39uM     // 1g2o.pdf (9HX)
1w0y  2.50  2005   6.42  Ki=0.38uM     // 1w0y.pdf (771)
2j78  1.65  2006   6.42  Kd=384nM      // 2j75.pdf (GOX)
1fh9  1.72  2000   6.43  Ki=0.37uM     // 1fh7.pdf (XYS-LOX)
2b07  2.10  2005   6.43  Ki=0.37uM     // 2azr.pdf (598)
2bzz  0.98  2006   6.43  Ki=0.37uM     // 2bzz.pdf (AP5)
2fqo  1.87  2006   6.43  Ki=0.37uM     // 2fqo.pdf (HYI)
2ivu  2.50  2006   6.43  Ki=375nM      // 2ivs.pdf (ZD6)
1jqe  1.91  2002   6.44  Ki=0.36uM     // 1jqd.pdf (QUN)
1m2r  1.70  2003   6.46  Ki=0.35uM     // 1m2p.pdf (MNY)
1r5y  1.20  2004   6.46  Ki=0.35uM     // 1q4w.pdf (DQU)
1ro6  2.00  2004   6.46  Ki=350nM      // 1ro6.pdf (ROL)
7abp  1.67  1991   6.46  Kd=0.35uM     // 6abp.pdf (FCA
1j01  2.00  2002   6.47  Ki=0.34uM     // 1j01.pdf (XIL)
1f4g  1.75  2000   6.48  Ki=330nM      // 1f4c.pdf (TP4)
1gpn  2.35  2002   6.48  Ki=0.334uM    // 1gpk.pdf (HUB)
1rpj  1.80  1999   6.48  Kd=0.33uM     // 1rpj.pdf (ALL)
1dl7  2.35  2000   6.49  Kd=0.32uM     // 1dl7.pdf (NCH)
